Date,Adj Close
2010-01-04,87.79178619384766
2010-01-05,88.02415466308594
2010-01-06,88.08613586425781
2010-01-07,88.45799255371094
2010-01-08,88.75234985351562
2010-01-11,88.87627410888672
2010-01-12,88.04742431640625
2010-01-13,88.79108428955078
2010-01-14,89.03123474121094
2010-01-15,88.03195190429688
2010-01-19,89.13191223144531
2010-01-20,88.22557830810547
2010-01-21,86.52910614013672
2010-01-22,84.6001968383789
2010-01-25,85.0340347290039
2010-01-26,84.67765808105469
2010-01-27,85.08050537109375
2010-01-28,84.10440826416016
2010-01-29,83.19032287597656
2010-02-01,84.48400115966797
2010-02-02,85.50654602050781
2010-02-03,85.08050537109375
2010-02-04,82.45439147949219
2010-02-05,82.62483215332031
2010-02-08,82.02835845947266
2010-02-09,83.05863952636719
2010-02-10,82.89598083496094
2010-02-11,83.76354217529297
2010-02-12,83.69386291503906
2010-02-16,85.01075744628906
2010-02-17,85.4135971069336
2010-02-18,85.91710662841797
2010-02-19,86.09529113769531
2010-02-22,86.11077880859375
2010-02-23,85.06499481201172
2010-02-24,85.84739685058594
2010-02-25,85.73120880126953
2010-02-26,85.7854232788086
2010-03-01,86.6762924194336
2010-03-02,86.91641998291016
2010-03-03,86.99390411376953
2010-03-04,87.25727844238281
2010-03-05,88.50448608398438
2010-03-08,88.51995849609375
2010-03-09,88.6671371459961
2010-03-10,89.06221771240234
2010-03-11,89.4340591430664
2010-03-12,89.44181060791016
2010-03-15,89.46502685546875
2010-03-16,90.1777572631836
2010-03-17,90.71220397949219
2010-03-18,90.665771484375
2010-03-19,90.20684814453125
2010-03-22,90.6890869140625
2010-03-23,91.32694244384766
2010-03-24,90.88357543945312
2010-03-25,90.73576354980469
2010-03-26,90.68130493164062
2010-03-29,91.25691223144531
2010-03-30,91.3191146850586
2010-03-31,91.00798797607422
2010-04-01,91.63030242919922
2010-04-05,92.37700653076172
2010-04-06,92.59481811523438
2010-04-07,92.06584930419922
2010-04-08,92.3847885131836
2010-04-09,92.99153137207031
2010-04-12,93.13932800292969
2010-04-13,93.20933532714844
2010-04-14,94.26718139648438
2010-04-15,94.34496307373047
2010-04-16,92.84370422363281
2010-04-19,93.19374084472656
2010-04-20,94.02606201171875
2010-04-21,93.85494232177734
2010-04-22,94.13495635986328
2010-04-23,94.74945831298828
2010-04-26,94.39161682128906
2010-04-27,92.15922546386719
2010-04-28,92.85926055908203
2010-04-29,94.010498046875
2010-04-30,92.4159164428711
2010-05-03,93.6137924194336
2010-05-04,91.41249084472656
2010-05-05,90.8680191040039
2010-05-06,87.84996032714844
2010-05-07,86.54317474365234
2010-05-10,90.3546371459961
2010-05-11,90.09795379638672
2010-05-12,91.35806274414062
2010-05-13,90.22238159179688
2010-05-14,88.58892059326172
2010-05-17,88.63558959960938
2010-05-18,87.42991638183594
2010-05-19,86.93208312988281
2010-05-20,83.64958953857422
2010-05-21,84.87081146240234
2010-05-24,83.78181457519531
2010-05-25,83.86737823486328
2010-05-26,83.36177825927734
2010-05-27,86.15425872802734
2010-05-28,85.07304382324219
2010-06-01,83.64179992675781
2010-06-02,85.81976318359375
2010-06-03,86.11536407470703
2010-06-04,83.08953857421875
2010-06-07,82.05500030517578
2010-06-08,82.93395233154297
2010-06-09,82.4906005859375
2010-06-10,84.90192413330078
2010-06-11,85.31415557861328
2010-06-14,85.18191528320312
2010-06-15,87.11878204345703
2010-06-16,87.087646484375
2010-06-17,87.2276840209961
2010-06-18,87.32225799560547
2010-06-21,87.07215881347656
2010-06-22,85.63410186767578
2010-06-23,85.36836242675781
2010-06-24,83.95379638671875
2010-06-25,84.30548095703125
2010-06-28,84.03976440429688
2010-06-29,81.44500732421875
2010-06-30,80.67127990722656
2010-07-01,80.31175994873047
2010-07-02,79.87409973144531
2010-07-06,80.3977279663086
2010-07-07,82.92998504638672
2010-07-08,83.7505874633789
2010-07-09,84.37581634521484
2010-07-12,84.43052673339844
2010-07-13,85.70443725585938
2010-07-14,85.69661712646484
2010-07-15,85.72007751464844
2010-07-16,83.35981750488281
2010-07-19,83.85218811035156
2010-07-20,84.78223419189453
2010-07-21,83.68024444580078
2010-07-22,85.54813385009766
2010-07-23,86.29061889648438
2010-07-26,87.18937683105469
2010-07-27,87.18154907226562
2010-07-28,86.61886596679688
2010-07-29,86.19683837890625
2010-07-30,86.18119812011719
2010-08-02,88.12722778320312
2010-08-03,87.70523071289062
2010-08-04,88.29135131835938
2010-08-05,88.19760131835938
2010-08-06,87.83807373046875
2010-08-09,88.30696868896484
2010-08-10,87.83026123046875
2010-08-11,85.42308807373047
2010-08-12,84.89942932128906
2010-08-13,84.64935302734375
2010-08-16,84.61027526855469
2010-08-17,85.64971160888672
2010-08-18,85.80601501464844
2010-08-19,84.31327056884766
2010-08-20,84.03976440429688
2010-08-23,83.71934509277344
2010-08-24,82.47665405273438
2010-08-25,82.79708862304688
2010-08-26,82.2422103881836
2010-08-27,83.51611328125
2010-08-30,82.3047103881836
2010-08-31,82.3047103881836
2010-09-01,84.76659393310547
2010-09-02,85.55595397949219
2010-09-03,86.66576385498047
2010-09-07,85.68881225585938
2010-09-08,86.29061889648438
2010-09-09,86.6891860961914
2010-09-10,87.1268539428711
2010-09-13,88.09599304199219
2010-09-14,88.04127502441406
2010-09-15,88.3773422241211
2010-09-16,88.35388946533203
2010-09-17,88.38685607910156
2010-09-20,89.73834991455078
2010-09-21,89.55760955810547
2010-09-22,89.11759185791016
2010-09-23,88.39474487304688
2010-09-24,90.21764373779297
2010-09-27,89.78548431396484
2010-09-28,90.09976959228516
2010-09-29,89.94264221191406
2010-09-30,89.67548370361328
2010-10-01,90.05262756347656
2010-10-04,89.37690734863281
